index;link;names_surnames;nickname;date_of_birth;place_of_birth;height;profession;famous_movie;number_of_acts;oscars;star_sign
710;https://www.imdb.com/name/nm0004936?ref_=nmls_hd;Ben Foster;Goat Boy;October 29, 1980;Boston, Massachusetts, USA;1.7;Actor;Hell or High Water;59;843;Scorpio
709;https://www.imdb.com/name/nm0000502?ref_=nmls_hd;Christopher Lloyd;Chris;October 22, 1938;Stamford, Connecticut, USA;1.8;Actor;Back to the Future;237;3;Libra
708;https://www.imdb.com/name/nm0933940?ref_=nmls_hd;Patrick Wilson;;July 3, 1973;Norfolk, Virginia, USA;1.8;Actor;The Phantom of the Opera;57;2;Cancer
707;https://www.imdb.com/name/nm0002233?ref_=nmls_hd;Erich von Stroheim;The Man You Love to Hate;September 22, 1885;Vienna, Austria-Hungary [now Austria];1.6;Actor;Sunset Blvd.;74;1;Virgo
706;https://www.imdb.com/name/nm0001608?ref_=nmls_hd;Barry Pepper;;April 4, 1970;Campbell River, British Columbia, Canada;1.7;Actor;Saving Private Ryan;57;1;Aries
705;https://www.imdb.com/name/nm0001072?ref_=nmls_hd;Joseph Cotten;Jo;May 15, 1905;Petersburg, Virginia, USA;1.8;Actor;The Third Man;133;3;Taurus
704;https://www.imdb.com/name/nm0004462?ref_=nmls_hd;Jean-Louis Trintignant;;December 11, 1930;Piolenc, Vaucluse, France;1.7;Actor;Amour;145;820;Sagittarius
703;https://www.imdb.com/name/nm0722636?ref_=nmls_hd;John Rhys-Davies;;May 5, 1944;Ammanford, Wales, UK;1.7;Actor;The Lord of the Rings: The Return of the King;272;1;Taurus
702;https://www.imdb.com/name/nm0000114?ref_=nmls_hd;Steve Buscemi;Busc;December 13, 1957;Brooklyn, New York City, New York, USA;1.7;Actor;Fargo;163;1;Sagittarius
701;https://www.imdb.com/name/nm0001647?ref_=nmls_hd;Claude Rains;Willy Wains;November 10, 1889;Clapham, London, England, UK;1.6;Actor;Casablanca;78;4;Scorpio
699;https://www.imdb.com/name/nm0917848?ref_=nmls_hd;Robin Weigert;;July 7, 1969;Washington, District of Columbia, USA;1.7;Actress;Deadwood;73;1;Cancer
698;https://www.imdb.com/name/nm0000666?ref_=nmls_hd;Lili Taylor;;February 20, 1967;Glencoe, Illinois, USA;1.5;Actress;American Crime;87;3;Pisces
697;https://www.imdb.com/name/nm3053338?ref_=nmls_hd;Margot Robbie;;July 2, 1990;Dalby, Queensland, Australia;1.6;Actress;Suicide Squad;41;2;Cancer
696;https://www.imdb.com/name/nm0341737?ref_=nmls_hd;Rachel Griffiths;Rach;December 18, 1968;Melbourne, Victoria, Australia;1.7;Actress;Six Feet Under;62;1;Sagittarius
695;https://www.imdb.com/name/nm0001655?ref_=nmls_hd;Lynn Redgrave;;March 8, 1943;Marylebone, London, England, UK;1.7;Actress;Gods and Monsters;102;2;Pisces
694;https://www.imdb.com/name/nm0001721?ref_=nmls_hd;Chloë Sevigny;;November 18, 1974;Springfield, Massachusetts, USA;1.7;Actress;We Are Who We Are;81;1;Scorpio
693;https://www.imdb.com/name/nm0005502?ref_=nmls_hd;Michelle Trachtenberg;;October 11, 1985;New York City, New York, USA;1.7;Actress;Buffy the Vampire Slayer;59;510;Libra
692;https://www.imdb.com/name/nm0517820?ref_=nmls_hd;Lindsay Lohan;"LL
                
See more

                »";July 2, 1986;The Bronx, New York City, New York, USA;1.6;Actress;The Parent Trap;56;1936;Cancer
691;https://www.imdb.com/name/nm0013037?ref_=nmls_hd;Shohreh Aghdashloo;;May 11, 1952;Tehran, Iran;1.6;Actress;House of Sand and Fog;66;1;Taurus
690;https://www.imdb.com/name/nm0165101?ref_=nmls_hd;Patricia Clarkson;Patty;December 29, 1959;New Orleans, Louisiana, USA;1.6;Actress;The Station Agent;98;1;Capricorn
689;https://www.imdb.com/name/nm0645683?ref_=nmls_hd;Sophie Okonedo;;August 11, 1968;London, England, UK;1.7;Actress;Hotel Rwanda;79;1;Leo
688;https://www.imdb.com/name/nm0001648?ref_=nmls_hd;Charlotte Rampling;The Legend;February 5, 1946;Sturmer, Essex, England, UK;1.6;Actress;45 Years;131;1;Aquarius
687;https://www.imdb.com/name/nm0001416?ref_=nmls_hd;Catherine Keener;;March 23, 1959;Miami, Florida, USA;1.7;Actress;Being John Malkovich;84;2;Aries
686;https://www.imdb.com/name/nm0452860?ref_=nmls_hd;Rinko Kikuchi;;January 6, 1981;Hadano, Japan;1.7;Actress;Babel;58;1;Capricorn
685;https://www.imdb.com/name/nm0056770?ref_=nmls_hd;Adriana Barraza;;March 5, 1956;Toluca, Estado de Mexico, Mexico;1.5;Actress;Babel;62;1;Pisces
684;https://www.imdb.com/name/nm0001049?ref_=nmls_hd;Jill Clayburgh;;April 30, 1944;New York City, New York, USA;1.7;Actress;Bridesmaids;71;2;Taurus
683;https://www.imdb.com/name/nm0002039?ref_=nmls_hd;Ruby Dee;;October 27, 1922;Cleveland, Ohio, USA;1.5;Actress;American Gangster;115;1;Scorpio
682;https://www.imdb.com/name/nm0752407?ref_=nmls_hd;Amy Ryan;;May 3, 1968;Queens, New York City, New York, USA;1.6;Actress;Birdman or (The Unexpected Virtue of Ignorance);69;1;Taurus
681;https://www.imdb.com/name/nm0378245?ref_=nmls_hd;Taraji P. Henson;;September 11, 1970;Washington, District of Columbia, USA;1.6;Actress;The Curious Case of Benjamin Button;69;1;Virgo
680;https://www.imdb.com/name/nm0000599?ref_=nmls_hd;Kathleen Quinlan;;November 19, 1954;Pasadena, California, USA;1.6;Actress;Apollo 13;106;1;Scorpio
679;https://www.imdb.com/name/nm0000492?ref_=nmls_hd;Jennifer Jason Leigh;JJL;February 5, 1962;Hollywood, Los Angeles, California, USA;1.6;Actress;The Hateful Eight;103;1;Aquarius
678;https://www.imdb.com/name/nm2794962?ref_=nmls_hd;Hailee Steinfeld;;December 11, 1996;Tarzana, Los Angeles, California, USA;1.7;Actress;True Grit;48;1;Sagittarius
677;https://www.imdb.com/name/nm0067367?ref_=nmls_hd;Bérénice Bejo;;July 7, 1976;Buenos Aires, Argentina;1.6;Actress;The Artist;62;1;Cancer
676;https://www.imdb.com/name/nm0915865?ref_=nmls_hd;Jacki Weaver;;May 25, 1947;Sydney, New South Wales, Australia;1.5;Actress;Silver Linings Playbook;87;2;Gemini
675;https://www.imdb.com/name/nm0001727?ref_=nmls_hd;Robert Shaw;;August 9, 1927;Westhoughton, Lancashire, England, UK;1.7;Actor;A Man for All Seasons;64;1;Leo
674;https://www.imdb.com/name/nm0244151?ref_=nmls_hd;Romain Duris;;May 28, 1974;Paris, France;1.7;Actor;De battre mon coeur s'est arrêté;57;519;Gemini
673;https://www.imdb.com/name/nm0051509?ref_=nmls_hd;Eric Bana;;August 9, 1968;Melbourne, Victoria, Australia;1.8;Actor;Star Trek;36;813;Leo
672;https://www.imdb.com/name/nm0000652?ref_=nmls_hd;James Spader;Jimmy;February 7, 1960;Boston, Massachusetts, USA;1.7;Actor;The Blacklist;54;3;Aquarius
671;https://www.imdb.com/name/nm0949574?ref_=nmls_hd;Gig Young;;November 4, 1913;St. Cloud, Minnesota, USA;1.8;Actor;They Shoot Horses, Don't They?;86;1;Scorpio
670;https://www.imdb.com/name/nm0355097?ref_=nmls_hd;Jackie Earle Haley;;July 14, 1961;Northridge, California, USA;1.6;Actor;Watchmen;58;1;Cancer
669;https://www.imdb.com/name/nm0000614?ref_=nmls_hd;Alan Rickman;;February 21, 1946;Hammersmith, London, England, UK;1.8;Actor;Die Hard;72;1;Pisces
668;https://www.imdb.com/name/nm0001302?ref_=nmls_hd;Christopher Guest;;February 5, 1948;New York City, New York, USA;1.8;Actor;This Is Spinal Tap;89;1;Aquarius
667;https://www.imdb.com/name/nm0000640?ref_=nmls_hd;Martin Sheen;;August 3, 1940;Dayton, Ohio, USA;1.6;Actor;The Departed;257;1;Leo
666;https://www.imdb.com/name/nm0788335?ref_=nmls_hd;Michael Shannon;Mike;August 7, 1974;Lexington, Kentucky, USA;1.9;Actor;The Shape of Water;100;2;Leo
665;https://www.imdb.com/name/nm0000518?ref_=nmls_hd;John Malkovich;;December 9, 1953;Christopher, Illinois, USA;1.8;Actor;Being John Malkovich;131;2;Sagittarius
664;https://www.imdb.com/name/nm0670408?ref_=nmls_hd;Simon Pegg;;February 14, 1970;Gloucester, Gloucestershire, England, UK;1.7;Actor;Shaun of the Dead;107;1223;Aquarius
663;https://www.imdb.com/name/nm0000558?ref_=nmls_hd;Leslie Nielsen;;February 11, 1926;Regina, Saskatchewan, Canada;1.8;Actor;Airplane!;254;2;Aquarius
662;https://www.imdb.com/name/nm0001290?ref_=nmls_hd;Richard E. Grant;Reg;May 5, 1957;Mbabane, Hhohho, Eswatini;1.8;Actor;Gosford Park;136;1;Taurus
661;https://www.imdb.com/name/nm0793766?ref_=nmls_hd;Takashi Shimura;;March 12, 1905;Ikuno, Hyogo, Japan;1.7;Actor;Shichinin no samurai;308;2;Pisces
660;https://www.imdb.com/name/nm0005377?ref_=nmls_hd;Sam Rockwell;;November 5, 1968;Daly City, California, USA;1.7;Actor;Moon;111;1;Scorpio
659;https://www.imdb.com/name/nm0000241?ref_=nmls_hd;Jean-Claude Van Damme;"J.C.
                
See more

                »";October 18, 1960;Berchem-Sainte-Agathe, Brussels, Belgium;1.7;Actor;Double Impact;75;210;Libra
658;https://www.imdb.com/name/nm0001569?ref_=nmls_hd;Chuck Norris;Ground Chuck;March 10, 1940;Ryan, Oklahoma, USA;1.7;Actor;Walker, Texas Ranger;44;91;Pisces
657;https://www.imdb.com/name/nm0002144?ref_=nmls_hd;John Houseman;Jack;September 22, 1902;Bucharest, Romania;1.7;Actor;Three Days of the Condor;49;1;Virgo
656;https://www.imdb.com/name/nm0001472?ref_=nmls_hd;Jet Li;;April 26, 1963;Beijing, China;1.6;Actor;Huo Yuan Jia;50;618;Taurus
655;https://www.imdb.com/name/nm0532235?ref_=nmls_hd;Seth MacFarlane;;October 26, 1973;Kent, Connecticut, USA;1.8;Actor;Family Guy;56;1;Scorpio
654;https://www.imdb.com/name/nm0000334?ref_=nmls_hd;Yun-Fat Chow;"Faat Tsai
                
See more

                »";May 18, 1955;Lamma Island, Hong Kong;1.8;Actor;Wo hu cang long;116;1234;Taurus
653;https://www.imdb.com/name/nm0000237?ref_=nmls_hd;John Travolta;;February 18, 1954;Englewood, New Jersey, USA;1.8;Actor;Pulp Fiction;86;2;Aquarius
652;https://www.imdb.com/name/nm0000150?ref_=nmls_hd;Michael J. Fox;Mike;June 9, 1961;Edmonton, Alberta, Canada;1.6;Actor;Back to the Future;75;4;Gemini
651;https://www.imdb.com/name/nm0383603?ref_=nmls_hd;Freddie Highmore;;February 14, 1992;Camden Town, London, England, UK;1.7;Actor;Finding Neverland;38;1;Aquarius
650;https://www.imdb.com/name/nm0556850?ref_=nmls_hd;Marsha Mason;;April 3, 1942;St. Louis, Missouri, USA;1.6;Actress;The Goodbye Girl;48;4;Aries
649;https://www.imdb.com/name/nm0000737?ref_=nmls_hd;Jane Alexander;;October 28, 1939;Boston, Massachusetts, USA;1.6;Actress;Kramer vs. Kramer;78;4;Scorpio
648;https://www.imdb.com/name/nm0000476?ref_=nmls_hd;Sally Kirkland;;October 31, 1941;New York City, New York, USA;1.7;Actress;Anna;260;1;Scorpio
647;https://www.imdb.com/name/nm0000429?ref_=nmls_hd;Melanie Griffith;;August 9, 1957;New York City, New York, USA;1.7;Actress;Working Girl;87;1;Leo
646;https://www.imdb.com/name/nm0000254?ref_=nmls_hd;Isabelle Adjani;;June 27, 1955;Paris, France;1.6;Actress;Possession;51;2;Cancer
645;https://www.imdb.com/name/nm0172604?ref_=nmls_hd;Pauline Collins;;September 3, 1940;Exmouth, Devon, England, UK;1.5;Actress;Shirley Valentine;68;1;Virgo
644;https://www.imdb.com/name/nm0000368?ref_=nmls_hd;Laura Dern;;February 10, 1967;Saint John's Health Center, Santa Monica, Los Angeles County, California, USA;1.7;Actress;Jurassic Park;90;1;Aquarius
643;https://www.imdb.com/name/nm0000840?ref_=nmls_hd;Lucille Ball;"Technicolor Tessie
                
See more

                »";August 6, 1911;Jamestown, New York, USA;1.7;Actress;I Love Lucy;120;6;Leo
642;https://www.imdb.com/name/nm0001521?ref_=nmls_hd;Mary McDonnell;;April 28, 1952;Wilkes-Barre, Pennsylvania, USA;1.6;Actress;Battlestar Galactica;54;2;Taurus
641;https://www.imdb.com/name/nm0707023?ref_=nmls_hd;Luise Rainer;"The Viennese Teardrop
                
See more

                »";January 12, 1910;Düsseldorf, Germany;1.6;Actress;The Great Ziegfeld;26;2;Capricorn
640;https://www.imdb.com/name/nm0000330?ref_=nmls_hd;Stockard Channing;;February 13, 1944;New York City, New York, USA;1.6;Actress;Grease;94;1;Aquarius
639;https://www.imdb.com/name/nm0001669?ref_=nmls_hd;Miranda Richardson;;March 3, 1958;Southport, Lancashire, England, UK;1.6;Actress;The Crying Game;125;2;Pisces
638;https://www.imdb.com/name/nm0000223?ref_=nmls_hd;Elisabeth Shue;Lisa;October 6, 1963;Wilmington, Delaware, USA;1.5;Actress;Leaving Las Vegas;59;1;Libra
637;https://www.imdb.com/name/nm0000950?ref_=nmls_hd;Brenda Blethyn;;February 20, 1946;Ramsgate, Kent, England, UK;1.5;Actress;Pride & Prejudice;86;2;Pisces
636;https://www.imdb.com/name/nm0000218?ref_=nmls_hd;Kristin Scott Thomas;;May 24, 1960;Redruth, Cornwall, England, UK;1.6;Actress;The English Patient;97;1;Gemini
634;https://www.imdb.com/name/nm0005216?ref_=nmls_hd;Janet McTeer;;August 5, 1961;Newcastle, Tyne and Wear, England, UK;1.8;Actress;Albert Nobbs;64;2;Leo
633;https://www.imdb.com/name/nm0000260?ref_=nmls_hd;Joan Allen;;August 20, 1956;Rochelle, Illinois, USA;1.7;Actress;Room;48;3;Leo
632;https://www.imdb.com/name/nm0001766?ref_=nmls_hd;Barbara Stanwyck;"Babs
                
See more

                »";July 16, 1907;Brooklyn, New York City, New York, USA;1.6;Actress;Double Indemnity;107;4;Cancer
631;https://www.imdb.com/name/nm1095720?ref_=nmls_hd;Keisha Castle-Hughes;;March 24, 1990;Donnybrook, Western Australia, Australia;1.5;Actress;Whale Rider;30;1;Aries
630;https://www.imdb.com/name/nm0608090?ref_=nmls_hd;Samantha Morton;;May 13, 1977;Nottingham, Nottinghamshire, England, UK;1.6;Actress;Minority Report;57;2;Taurus
629;https://www.imdb.com/name/nm1503432?ref_=nmls_hd;Catalina Sandino Moreno;;April 19, 1981;Bogotá, Colombia;1.6;Actress;Maria Full of Grace;33;1;Aries
628;https://www.imdb.com/name/nm0001463?ref_=nmls_hd;Janet Leigh;;July 6, 1927;Merced, California, USA;1.6;Actress;Psycho;85;1;Cancer
627;https://www.imdb.com/name/nm0005251?ref_=nmls_hd;Carrie-Anne Moss;;August 21, 1967;Vancouver, British Columbia, Canada;1.7;Actress;The Matrix;76;59;Leo
626;https://www.imdb.com/name/nm0913488?ref_=nmls_hd;Kerry Washington;;January 31, 1977;The Bronx, New York City, New York, USA;1.6;Actress;Django Unchained;59;2;Aquarius
625;https://www.imdb.com/name/nm0000202?ref_=nmls_hd;Ryan Phillippe;;September 10, 1974;New Castle, Delaware, USA;1.7;Actor;Crash;66;1016;Virgo
624;https://www.imdb.com/name/nm0175916?ref_=nmls_hd;Paddy Considine;;September 5, 1973;Burton-on-Trent, Staffordshire, England, UK;1.8;Actor;Dead Man's Shoes;48;2;Virgo
623;https://www.imdb.com/name/nm0000190?ref_=nmls_hd;Matthew McConaughey;;November 4, 1969;Uvalde, Texas, USA;1.8;Actor;Dallas Buyers Club;72;1;Scorpio
622;https://www.imdb.com/name/nm0000048?ref_=nmls_hd;Peter Lorre;"Lazzy
                
See more

                »";June 26, 1904;Rózsahegy, Austria-Hungary [now Ruzomberok, Slovakia];1.6;Actor;Casablanca;110;21;Cancer
621;https://www.imdb.com/name/nm0000472?ref_=nmls_hd;Boris Karloff;"Billy
                
See more

                »";November 23, 1887;Camberwell, London, England, UK;1.8;Actor;Bride of Frankenstein;204;41;Sagittarius
620;https://www.imdb.com/name/nm0799777?ref_=nmls_hd;J.K. Simmons;;January 9, 1955;Grosse Pointe, Michigan, USA;1.8;Actor;Whiplash;204;1;Capricorn
619;https://www.imdb.com/name/nm0001993?ref_=nmls_hd;Vincent Cassel;Vinz;November 23, 1966;Paris, France;1.8;Actor;Black Swan;93;825;Sagittarius
618;https://www.imdb.com/name/nm0000228?ref_=nmls_hd;Kevin Spacey;;July 26, 1959;South Orange, New Jersey, USA;1.7;Actor;L.A. Confidential;87;2;Leo
617;https://www.imdb.com/name/nm0001252?ref_=nmls_hd;Vincent Gallo;Vinnie;April 11, 1961;Buffalo, New York, USA;1.8;Actor;Buffalo '66;65;716;Aries
616;https://www.imdb.com/name/nm0740264?ref_=nmls_hd;Michael Rooker;;April 6, 1955;Jasper, Alabama, USA;1.7;Actor;Guardians of the Galaxy;125;57;Aries
615;https://www.imdb.com/name/nm0000454?ref_=nmls_hd;Dennis Hopper;;May 17, 1936;Dodge City, Kansas, USA;1.7;Actor;Easy Rider;205;2;Taurus
614;https://www.imdb.com/name/nm0000111?ref_=nmls_hd;Matthew Broderick;;March 21, 1962;New York City, New York, USA;1.7;Actor;The Producers;81;1;Aries
613;https://www.imdb.com/name/nm0785227?ref_=nmls_hd;Andy Serkis;Gollum;April 20, 1964;Ruislip, London, England, UK;1.7;Actor;War for the Planet of the Apes;106;1;Taurus
612;https://www.imdb.com/name/nm0000901?ref_=nmls_hd;Jean-Paul Belmondo;Bebel;April 9, 1933;Neuilly-sur-Seine, Seine [now Hauts-de-Seine, Île-de-France], France;1.7;Actor;Pierrot le Fou;92;2;Aries
611;https://www.imdb.com/name/nm0935653?ref_=nmls_hd;Ray Winstone;;February 19, 1957;Hackney, London, England, UK;1.7;Actor;The Departed;136;2;Pisces
610;https://www.imdb.com/name/nm0000532?ref_=nmls_hd;Malcolm McDowell;Mick;June 13, 1943;Horsforth, Yorkshire, England, UK;1.7;Actor;A Clockwork Orange;273;1;Gemini
609;https://www.imdb.com/name/nm0001428?ref_=nmls_hd;Klaus Kinski;;October 18, 1926;Zoppot, Free City of Danzig [now Sopot, Pomorskie, Poland];1.7;Actor;Nosferatu: Phantom der Nacht;137;44;Libra
608;https://www.imdb.com/name/nm0000667?ref_=nmls_hd;David Thewlis;;March 20, 1963;Blackpool, Lancashire, England, UK;1.9;Actor;Naked;98;1;Pisces
607;https://www.imdb.com/name/nm0000578?ref_=nmls_hd;Anthony Perkins;Tony;April 4, 1932;New York City, New York, USA;1.8;Actor;Psycho;67;1;Aries
606;https://www.imdb.com/name/nm0430107?ref_=nmls_hd;Michael B. Jordan;Mike;February 9, 1987;Santa Ana, California, USA;1.8;Actor;Black Panther;53;1;Aquarius
605;https://www.imdb.com/name/nm0001254?ref_=nmls_hd;James Gandolfini;"Jimmy
                
See more

                »";September 18, 1961;Westwood, New Jersey, USA;1.8;Actor;The Sopranos;52;1;Virgo
604;https://www.imdb.com/name/nm0117709?ref_=nmls_hd;Daniel Brühl;;June 16, 1978;Barcelona, Barcelona, Catalonia, Spain;1.7;Actor;Rush;74;2;Gemini
603;https://www.imdb.com/name/nm1886602?ref_=nmls_hd;Miles Teller;;February 20, 1987;Downingtown, Pennsylvania, USA;1.8;Actor;The Spectacular Now;34;423;Pisces
602;https://www.imdb.com/name/nm1417647?ref_=nmls_hd;Jon Heder;;October 26, 1977;Fort Collins, Colorado, USA;1.8;Actor;Napoleon Dynamite;82;817;Scorpio
601;https://www.imdb.com/name/nm1209966?ref_=nmls_hd;Oscar Isaac;;March 9, 1979;Guatemala City, Guatemala;1.7;Actor;Ex Machina;58;1;Pisces
599;https://www.imdb.com/name/nm0005031?ref_=nmls_hd;Felicity Huffman;Flicka;December 9, 1962;Bedford, New York, USA;1.6;Actress;Transamerica;60;1;Sagittarius
598;https://www.imdb.com/name/nm0001365?ref_=nmls_hd;Whitney Houston;"Nippy
                
See more

                »";August 9, 1963;Newark, New Jersey, USA;1.7;Actress;The Bodyguard;11;1;Leo
597;https://www.imdb.com/name/nm0491259?ref_=nmls_hd;Mélanie Laurent;;February 21, 1983;Paris, France;1.5;Actress;Inglourious Basterds;48;2029;Pisces
596;https://www.imdb.com/name/nm0000176?ref_=nmls_hd;Nastassja Kinski;;January 24, 1961;Berlin, Germany;1.6;Actress;Tess;71;1;Aquarius
595;https://www.imdb.com/name/nm0647634?ref_=nmls_hd;Elizabeth Olsen;"Lizzie
                
See more

                »";February 16, 1989;Sherman Oaks, California, USA;1.6;Actress;Martha Marcy May Marlene;26;1438;Aquarius
594;https://www.imdb.com/name/nm0544334?ref_=nmls_hd;Lesley Manville;;March 12, 1956;Brighton, East Sussex, England, UK;1.5;Actress;Phantom Thread;109;1;Pisces
593;https://www.imdb.com/name/nm0001687?ref_=nmls_hd;Gena Rowlands;;June 19, 1930;Madison, Wisconsin, USA;1.6;Actress;The Notebook;105;2;Gemini
592;https://www.imdb.com/name/nm0943837?ref_=nmls_hd;Jane Wyman;"Minnie Mouse
                
See more

                »";January 5, 1917;St. Joseph, Missouri, USA;1.5;Actress;Falcon Crest;112;1;Capricorn
591;https://www.imdb.com/name/nm0603402?ref_=nmls_hd;Jeanne Moreau;The French Bette Davis;January 23, 1928;Paris, France;1.6;Actress;Jules et Jim;146;1;Aquarius
590;https://www.imdb.com/name/nm0851582?ref_=nmls_hd;Audrey Tautou;;August 9, 1976;Beaumont, Puy-de-Dôme, France;1.6;Actress;Le fabuleux destin d'Amélie Poulain;47;2;Leo
589;https://www.imdb.com/name/nm0001201?ref_=nmls_hd;Mia Farrow;;February 9, 1945;Los Angeles, California, USA;1.6;Actress;Rosemary's Baby;60;1;Aquarius
588;https://www.imdb.com/name/nm0001114?ref_=nmls_hd;Judy Davis;;April 23, 1955;Perth, Western Australia, Australia;1.6;Actress;Husbands and Wives;67;2;Taurus
587;https://www.imdb.com/name/nm2829737?ref_=nmls_hd;Gabourey Sidibe;Gabby;May 6, 1983;Bedford-Stuyvesant, Brooklyn, New York City, New York, USA;1.6;Actress;Precious;23;1;Taurus
586;https://www.imdb.com/name/nm0000400?ref_=nmls_hd;Linda Fiorentino;;March 9, 1958;Philadelphia, Pennsylvania, USA;1.7;Actress;The Last Seduction;32;1;Pisces
585;https://www.imdb.com/name/nm0000079?ref_=nmls_hd;Raquel Welch;Rocky;September 5, 1940;Chicago, Illinois, USA;1.6;Actress;The Three Musketeers;71;1;Virgo
584;https://www.imdb.com/name/nm0751426?ref_=nmls_hd;Rosalind Russell;Roz;June 4, 1907;Waterbury, Connecticut, USA;1.7;Actress;Auntie Mame;56;4;Gemini
583;https://www.imdb.com/name/nm0002093?ref_=nmls_hd;Greer Garson;Duchess;September 29, 1904;London, England, UK;1.6;Actress;Mrs. Miniver;45;1;Libra
582;https://www.imdb.com/name/nm0266029?ref_=nmls_hd;Maria Falconetti;;July 21, 1892;Pantin, Seine [now Seine-Saint-Denis], France;1.6;Actress;La passion de Jeanne d'Arc;3;11;Cancer
581;https://www.imdb.com/name/nm1140300?ref_=nmls_hd;Jessica Lucas;;September 24, 1985;Vancouver, British Columbia, Canada;1.6;Actress;Cloverfield;30;1;Libra
580;https://www.imdb.com/name/nm0488953?ref_=nmls_hd;Brie Larson;;October 1, 1989;Sacramento, California, USA;1.7;Actress;Room;66;1;Libra
579;https://www.imdb.com/name/nm1950086?ref_=nmls_hd;Greta Gerwig;;August 4, 1983;Sacramento, California, USA;1.7;Actress;Lady Bird;41;3;Leo
578;https://www.imdb.com/name/nm0728938?ref_=nmls_hd;Emmanuelle Riva;;February 24, 1927;Cheniménil, Vosges, France;1.6;Actress;Amour;87;1;Pisces
577;https://www.imdb.com/name/nm1231899?ref_=nmls_hd;Priyanka Chopra;Pri;July 18, 1982;Jamshedpur, Bihar, India;1.6;Actress;Baywatch;77;5939;Cancer
576;https://www.imdb.com/name/nm0993507?ref_=nmls_hd;Kat Dennings;;June 13, 1986;Philadelphia, Pennsylvania, USA;1.6;Actress;Nick and Norah's Infinite Playlist;43;14;Gemini
575;https://www.imdb.com/name/nm0000457?ref_=nmls_hd;John Hurt;;January 22, 1940;Chesterfield, Derbyshire, England, UK;1.7;Actor;Nineteen Eighty-Four;209;2;Aquarius
574;https://www.imdb.com/name/nm0001545?ref_=nmls_hd;Dudley Moore;"The Sex Thimble
                
See more

                »";April 19, 1935;Dagenham, Essex, England, UK;1.5;Actor;Arthur;48;1;Aries
573;https://www.imdb.com/name/nm0183822?ref_=nmls_hd;Tom Courtenay;;February 25, 1937;Kingston-Upon-Hull, East Riding of Yorkshire, England, UK;1.7;Actor;45 Years;62;2;Pisces
572;https://www.imdb.com/name/nm0002018?ref_=nmls_hd;Tom Conti;;November 22, 1941;Paisley, Scotland, UK;1.8;Actor;Merry Christmas Mr. Lawrence;101;1;Sagittarius
571;https://www.imdb.com/name/nm0001215?ref_=nmls_hd;Albert Finney;Albie;May 9, 1936;Salford, Lancashire, England, UK;1.7;Actor;Erin Brockovich;65;5;Taurus
570;https://www.imdb.com/name/nm0001371?ref_=nmls_hd;Tom Hulce;;December 6, 1953;Detroit, Michigan, USA;1.7;Actor;Amadeus;30;1;Sagittarius
569;https://www.imdb.com/name/nm0001832?ref_=nmls_hd;Sam Waterston;;November 15, 1940;Cambridge, Massachusetts, USA;1.8;Actor;Law & Order;95;1;Scorpio
568;https://www.imdb.com/name/nm0001258?ref_=nmls_hd;James Garner;"Slick
                
See more

                »";April 7, 1928;Norman, Oklahoma, USA;1.8;Actor;The Notebook;99;1;Aries
567;https://www.imdb.com/name/nm0370035?ref_=nmls_hd;John Hawkes;;September 11, 1959;Alexandria, Minnesota, USA;1.7;Actor;The Sessions;136;1;Virgo
566;https://www.imdb.com/name/nm0000249?ref_=nmls_hd;James Woods;Jimmy;April 18, 1947;Vernal, Utah, USA;1.8;Actor;Vampires;144;2;Aries
565;https://www.imdb.com/name/nm0001364?ref_=nmls_hd;Bob Hoskins;The Cockney Cagney;October 26, 1942;Bury St. Edmunds, Suffolk, England, UK;1.6;Actor;The Long Good Friday;122;1;Scorpio
564;https://www.imdb.com/name/nm0001136?ref_=nmls_hd;Bruce Dern;;June 4, 1936;Chicago, Illinois, USA;1.8;Actor;Nebraska;186;2;Gemini
563;https://www.imdb.com/name/nm0001884?ref_=nmls_hd;Max von Sydow;;April 10, 1929;Lund, Skåne län, Sweden;1.9;Actor;Flash Gordon;166;2;Aries
562;https://www.imdb.com/name/nm0001579?ref_=nmls_hd;Edward James Olmos;"EJO
                
See more

                »";February 24, 1947;Los Angeles, California, USA;1.7;Actor;Battlestar Galactica;123;1;Pisces
561;https://www.imdb.com/name/nm0000110?ref_=nmls_hd;Kenneth Branagh;Ken;December 10, 1960;Belfast, Northern Ireland, UK;1.7;Actor;Henry V;73;5;Sagittarius
560;https://www.imdb.com/name/nm0000131?ref_=nmls_hd;John Cusack;Johnny;June 28, 1966;Evanston, Illinois, USA;1.8;Actor;Grosse Pointe Blank;88;1;Cancer
559;https://www.imdb.com/name/nm0001321?ref_=nmls_hd;Richard Harris;;October 1, 1930;Limerick, Ireland;1.8;Actor;Gladiator;77;2;Libra
558;https://www.imdb.com/name/nm0000886?ref_=nmls_hd;Warren Beatty;"The Chief
                
See more

                »";March 30, 1937;Richmond, Virginia, USA;1.8;Actor;Bonnie and Clyde;32;1;Aries
557;https://www.imdb.com/name/nm0001653?ref_=nmls_hd;Stephen Rea;;October 31, 1946;Belfast, Northern Ireland, UK;1.7;Actor;The Crying Game;131;1;Scorpio
556;https://www.imdb.com/name/nm0000401?ref_=nmls_hd;Laurence Fishburne;"Larry
                
See more

                »";July 30, 1961;Augusta, Georgia, USA;1.8;Actor;The Matrix;125;1;Leo
